Word,Lemma_spacy,PoS_tag_spacy,Spelling,DomPoSLemma,Dom_PoS_SUBTLEX,Pipeline_step,Pipeline_source,Lemma_before_step4,Step4_special_case,Lemma_pipeline_final
slowcoaches,slowcoache,VERB,slowcoaches,slowcoach,,1,Step 1: SUBTLEX-UK,slowcoach,False,slowcoach
slower,slow,ADJ,slower,slower,Adverb,1,Step 1: SUBTLEX-UK,slower,False,slower
slowest,slow,ADJ,slowest,slowest,Adjective,1,Step 1: SUBTLEX-UK,slowest,False,slowest
slugabed,slugabe,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,slugabed,False,slugabed
slugfest,slugf,ADJ,slugfest,slugfest,Adjective,1,Step 1: SUBTLEX-UK,slugfest,False,slugfest
sluicing,sluice,VERB,sluicing,sluicing,Verb,1,Step 1: SUBTLEX-UK,sluicing,False,sluicing
slung,slung,PROPN,slung,sling,Verb,1,Step 1: SUBTLEX-UK,sling,False,sling
slunk,slunk,VERB,slunk,slink,Verb,1,Step 1: SUBTLEX-UK,slink,False,slink
slyer,slyer,PROPN,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,sly,False,sly
smaller,small,ADJ,smaller,smaller,Adjective,1,Step 1: SUBTLEX-UK,smaller,False,smaller
smallest,small,ADJ,smallest,smallest,Adjective,1,Step 1: SUBTLEX-UK,smallest,False,smallest
smallholding,smallholde,VERB,smallholding,smallholding,,1,Step 1: SUBTLEX-UK,smallholding,False,smallholding
smalls,small,NOUN,smalls,smalls,Noun,1,Step 1: SUBTLEX-UK,smalls,False,smalls
smarter,smart,ADJ,smarter,smarter,Adjective,1,Step 1: SUBTLEX-UK,smarter,False,smarter
smartest,smart,ADJ,smartest,smartest,Adjective,1,Step 1: SUBTLEX-UK,smartest,False,smartest
smattering,smatter,VERB,smattering,smattering,Noun,1,Step 1: SUBTLEX-UK,smattering,False,smattering
smelliest,smelly,ADJ,smelliest,smelliest,Adjective,1,Step 1: SUBTLEX-UK,smelliest,False,smelliest
Smith's,smith's,X,,,,3,Step 3: spaCy fallback,smith's,True,Smith's
smithereens,smithereen,NOUN,smithereens,smithereens,Noun,1,Step 1: SUBTLEX-UK,smithereens,False,smithereens
smithies,smithy,NOUN,smithies,smithies,Noun,1,Step 1: SUBTLEX-UK,smithies,False,smithies
smiths,smith,NOUN,smiths,smiths,Name,1,Step 1: SUBTLEX-UK,smiths,False,smiths
smokescreens,smokescreen,NOUN,smokescreens,smokescreens,,1,Step 1: SUBTLEX-UK,smokescreens,False,smokescreens
smokier,smoky,ADJ,smokier,smokier,Adjective,1,Step 1: SUBTLEX-UK,smokier,False,smokier
smoking,smoke,VERB,smoking,smoking,Verb,1,Step 1: SUBTLEX-UK,smoking,False,smoking
smoothest,smooth,ADJ,smoothest,smoothest,Adjective,1,Step 1: SUBTLEX-UK,smoothest,False,smoothest
smote,smote,VERB,smote,smite,Verb,1,Step 1: SUBTLEX-UK,smite,False,smite
smuggles,smuggle,NOUN,smuggles,smuggles,Verb,1,Step 1: SUBTLEX-UK,smuggles,False,smuggles
smuggling,smuggle,VERB,smuggling,smuggling,Verb,1,Step 1: SUBTLEX-UK,smuggling,False,smuggling
smuts,smut,NOUN,smuts,smuts,,1,Step 1: SUBTLEX-UK,smuts,False,smuts
snaking,snaking,NOUN,snaking,snake,Verb,1,Step 1: SUBTLEX-UK,snake,False,snake
snappiest,snappy,ADJ,snappiest,snappiest,Adjective,1,Step 1: SUBTLEX-UK,snappiest,False,snappiest
snazziest,snazzy,ADJ,snazziest,snazziest,,1,Step 1: SUBTLEX-UK,snazziest,False,snazziest
sneakier,sneaki,ADJ,sneakier,sneakier,Adjective,1,Step 1: SUBTLEX-UK,sneakier,False,sneakier
snickering,snicker,VERB,snickering,snickering,Verb,1,Step 1: SUBTLEX-UK,snickering,False,snickering
snipes,snipe,NOUN,snipes,snipes,Name,1,Step 1: SUBTLEX-UK,snipes,False,snipes
snoops,snoop,NOUN,snoops,snoops,Noun,1,Step 1: SUBTLEX-UK,snoops,False,snoops
snoozes,snoozes,VERB,snoozes,snooze,,1,Step 1: SUBTLEX-UK,snooze,False,snooze
snores,snore,NOUN,snores,snores,Verb,1,Step 1: SUBTLEX-UK,snores,False,snores
snorkeler,snorkel,ADJ,,,Noun,2,Step 2: SUBTLEX-US + NLTK,snorkeler,False,snorkeler
snouted,snoute,VERB,snouted,snout,,1,Step 1: SUBTLEX-UK,snout,False,snout
snowier,snowy,ADJ,snowier,snowier,,1,Step 1: SUBTLEX-UK,snowier,False,snowier
snuffles,snuffle,VERB,snuffles,snuffles,Verb,1,Step 1: SUBTLEX-UK,snuffles,False,snuffles
snugged,snug,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,snugged,False,snugged
snuggles,snuggle,NOUN,snuggles,snuggles,Noun,1,Step 1: SUBTLEX-UK,snuggles,False,snuggles
SNYDER'S,snyder's,NOUN,,,,3,Step 3: spaCy fallback,snyder's,True,SNYDER'S
SO'S,so's,VERB,,,,3,Step 3: spaCy fallback,so's,True,SO'S
soapsuds,soapsuds,PROPN,soapsuds,soapsud,,1,Step 1: SUBTLEX-UK,soapsud,False,soapsud
sobering,sober,VERB,sobering,sobering,Adjective,1,Step 1: SUBTLEX-UK,sobering,False,sobering
sobers,sober,NOUN,sobers,sobers,Verb,1,Step 1: SUBTLEX-UK,sobers,False,sobers
sobs,sob,NOUN,sobs,sobs,Verb,1,Step 1: SUBTLEX-UK,sobs,False,sobs
socking,sock,VERB,socking,socking,Verb,1,Step 1: SUBTLEX-UK,socking,False,socking
sodding,sod,VERB,sodding,sodding,Adjective,1,Step 1: SUBTLEX-UK,sodding,False,sodding
sodomites,sodomite,VERB,sodomites,sodomites,Noun,1,Step 1: SUBTLEX-UK,sodomites,False,sodomites
sofas,sofas,NOUN,sofas,sofa,Noun,1,Step 1: SUBTLEX-UK,sofa,False,sofa
softer,soft,ADJ,softer,softer,Adjective,1,Step 1: SUBTLEX-UK,softer,False,softer
softest,soft,ADJ,softest,softest,Adjective,1,Step 1: SUBTLEX-UK,softest,False,softest
softheaded,softheade,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,softheaded,False,softheaded
softhearted,softhearte,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,softhearted,False,softhearted
soldering,solder,VERB,soldering,soldering,Adjective,1,Step 1: SUBTLEX-UK,soldering,False,soldering
soles,sol,NOUN,soles,sole,Noun,1,Step 1: SUBTLEX-UK,sole,False,sole
soli,solo,NOUN,soli,soli,,1,Step 1: SUBTLEX-UK,soli,False,soli
solidifies,solidifie,NOUN,solidifies,solidify,Verb,1,Step 1: SUBTLEX-UK,solidify,False,solidify
Solomon's,solomon',NOUN,,,,3,Step 3: spaCy fallback,solomon',True,Solomon's
solos,solos,PROPN,solos,solo,Noun,1,Step 1: SUBTLEX-UK,solo,False,solo
SOMEBODY'LL,somebody'll,ADJ,,,,3,Step 3: spaCy fallback,somebody'll,True,SOMEBODY'LL
somersaulting,somersault,VERB,somersaulting,somersaulting,Verb,1,Step 1: SUBTLEX-UK,somersaulting,False,somersaulting
sommelier,sommeli,ADJ,sommelier,sommelier,Noun,1,Step 1: SUBTLEX-UK,sommelier,False,sommelier
songwriting,songwrite,VERB,songwriting,songwrit,Noun,1,Step 1: SUBTLEX-UK,songwrit,False,songwrit
SOON'S,soon',NOUN,,,,3,Step 3: spaCy fallback,soon',True,SOON'S
sooner,soon,ADV,sooner,sooner,Adverb,1,Step 1: SUBTLEX-UK,sooner,False,sooner
soonest,soon,ADJ,soonest,soonest,Adverb,1,Step 1: SUBTLEX-UK,soonest,False,soonest
soothing,soothe,VERB,soothing,soothing,Adjective,1,Step 1: SUBTLEX-UK,soothing,False,soothing
soothsaying,soothsaye,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,soothsaying,False,soothsaying
Sophia's,sophia's,NOUN,,,,3,Step 3: spaCy fallback,sophia's,True,Sophia's
SORRENTINE'S,sorrentine's,ADV,,,,3,Step 3: spaCy fallback,sorrentine's,True,SORRENTINE'S
sorriest,sorry,ADJ,sorriest,sorriest,Adjective,1,Step 1: SUBTLEX-UK,sorriest,False,sorriest
sorrowing,sorrow,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,sorrowing,False,sorrowing
soundproofing,soundproof,VERB,soundproofing,soundproofing,Verb,1,Step 1: SUBTLEX-UK,soundproofing,False,soundproofing
sourdoughs,sourdoughs,VERB,sourdoughs,sourdough,,1,Step 1: SUBTLEX-UK,sourdough,False,sourdough
sourer,sourer,NOUN,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,sour,False,sour
souring,sour,VERB,souring,souring,Verb,1,Step 1: SUBTLEX-UK,souring,False,souring
sourpusses,sourpusse,VERB,,,Noun,2,Step 2: SUBTLEX-US + NLTK,sourpuss,False,sourpuss
sousaphones,sousaphone,NOUN,,,Verb,2,Step 2: SUBTLEX-US + NLTK,sousaphones,False,sousaphones
soused,souse,VERB,soused,soused,Verb,1,Step 1: SUBTLEX-UK,soused,False,soused
Southerner's,southerner',NOUN,,,,3,Step 3: spaCy fallback,southerner',True,Southerner's
southing,southe,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,southing,False,southing
Soviet's,soviet',NOUN,,,,3,Step 3: spaCy fallback,soviet',True,Soviet's
sowing,sow,VERB,sowing,sowing,Verb,1,Step 1: SUBTLEX-UK,sowing,False,sowing
spacing,space,VERB,spacing,spacing,Noun,1,Step 1: SUBTLEX-UK,spacing,False,spacing
spading,spade,VERB,,,Noun,2,Step 2: SUBTLEX-US + NLTK,spading,False,spading
SPAHN'S,spahn',NOUN,,,,3,Step 3: spaCy fallback,spahn',True,SPAHN'S
spake,spake,VERB,spake,speak,Verb,1,Step 1: SUBTLEX-UK,speak,False,speak
spaniards,spaniard,NOUN,spaniards,spaniards,Noun,1,Step 1: SUBTLEX-UK,spaniards,False,spaniards
Spaniel's,spaniel',NOUN,,,,3,Step 3: spaCy fallback,spaniel',True,Spaniel's
spanking,spank,VERB,spanking,spanking,Noun,1,Step 1: SUBTLEX-UK,spanking,False,spanking
sparkling,sparkle,VERB,sparkling,sparkling,Adjective,1,Step 1: SUBTLEX-UK,sparkling,False,sparkling
SPARLING'S,sparling',NOUN,,,,3,Step 3: spaCy fallback,sparling',True,SPARLING'S
spartans,spartan,NOUN,spartans,spartans,Noun,1,Step 1: SUBTLEX-UK,spartans,False,spartans
spatulas,spatulas,PROPN,spatulas,spatula,Noun,1,Step 1: SUBTLEX-UK,spatula,False,spatula
spears,spear,NOUN,spears,spears,Noun,1,Step 1: SUBTLEX-UK,spears,False,spears
species,specie,NOUN,species,species,Noun,1,Step 1: SUBTLEX-UK,species,False,species
specifics,specific,NOUN,specifics,specifics,Noun,1,Step 1: SUBTLEX-UK,specifics,False,specifics
specifies,specifie,NOUN,specifies,specify,Verb,1,Step 1: SUBTLEX-UK,specify,False,specify
specimen,speciman,NOUN,specimen,specimen,Noun,1,Step 1: SUBTLEX-UK,specimen,False,specimen
speckled,speckle,VERB,speckled,speckled,Adjective,1,Step 1: SUBTLEX-UK,speckled,False,speckled
speckling,speckle,VERB,speckling,speckling,,1,Step 1: SUBTLEX-UK,speckling,False,speckling
spectacled,spectacle,VERB,spectacled,spectacled,,1,Step 1: SUBTLEX-UK,spectacled,False,spectacled
spectacles,spectacle,NOUN,spectacles,spectacles,Noun,1,Step 1: SUBTLEX-UK,spectacles,False,spectacles
spectra,spectra,PROPN,spectra,spectrum,Noun,1,Step 1: SUBTLEX-UK,spectrum,False,spectrum
speedier,speedy,ADJ,speedier,speedier,,1,Step 1: SUBTLEX-UK,speedier,False,speedier
speediest,speedy,ADJ,speediest,speediest,Adjective,1,Step 1: SUBTLEX-UK,speediest,False,speediest
spelling,spell,VERB,spelling,spelling,Noun,1,Step 1: SUBTLEX-UK,spelling,False,spelling
spelt,spelt,VERB,spelt,spell,Verb,1,Step 1: SUBTLEX-UK,spell,False,spell
spending,spend,VERB,spending,spending,Verb,1,Step 1: SUBTLEX-UK,spending,False,spending
spermatozoa,spermatozoa,VERB,,,Noun,2,Step 2: SUBTLEX-US + NLTK,spermatozoon,False,spermatozoon
spiced,spice,VERB,spiced,spiced,Adjective,1,Step 1: SUBTLEX-UK,spiced,False,spiced
spiciest,spicy,ADJ,spiciest,spiciest,,1,Step 1: SUBTLEX-UK,spiciest,False,spiciest
spicing,spice,VERB,spicing,spicing,Verb,1,Step 1: SUBTLEX-UK,spicing,False,spicing
spiffed,spiffe,VERB,spiffed,spiff,Verb,1,Step 1: SUBTLEX-UK,spiff,False,spiff
spikier,spiky,ADJ,spikier,spikier,Adjective,1,Step 1: SUBTLEX-UK,spikier,False,spikier
SPILLANE'S,spillane's,VERB,,,,3,Step 3: spaCy fallback,spillane's,True,SPILLANE'S
spilling,spill,VERB,spilling,spilling,Verb,1,Step 1: SUBTLEX-UK,spilling,False,spilling
spilt,spilt,NOUN,spilt,spill,Verb,1,Step 1: SUBTLEX-UK,spill,False,spill
spindling,spindle,VERB,,,Noun,2,Step 2: SUBTLEX-US + NLTK,spindling,False,spindling
SPINLEY'S,spinley',NOUN,,,,3,Step 3: spaCy fallback,spinley',True,SPINLEY'S
spinning,spin,VERB,spinning,spinning,Verb,1,Step 1: SUBTLEX-UK,spinning,False,spinning
spirited,spirit,VERB,spirited,spirited,Adjective,1,Step 1: SUBTLEX-UK,spirited,False,spirited
spited,spite,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,spit,False,spit
splintered,splinter,VERB,splintered,splintered,Verb,1,Step 1: SUBTLEX-UK,splintered,False,splintered
splitting,split,VERB,splitting,splitting,Verb,1,Step 1: SUBTLEX-UK,splitting,False,splitting
spoilt,spoil,VERB,spoilt,spoilt,Verb,1,Step 1: SUBTLEX-UK,spoilt,False,spoilt
spongier,spongier,NOUN,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,spongy,False,spongy
spookier,spooky,ADJ,spookier,spookier,Adjective,1,Step 1: SUBTLEX-UK,spookier,False,spookier
spookiest,spooky,ADJ,spookiest,spookiest,,1,Step 1: SUBTLEX-UK,spookiest,False,spookiest
spooks,spook,NOUN,spooks,spooks,Noun,1,Step 1: SUBTLEX-UK,spooks,False,spooks
spoonfed,spoonfe,VERB,spoonfed,spoonf,,1,Step 1: SUBTLEX-UK,spoonf,False,spoonf
sportiest,sporty,ADJ,sportiest,sportiest,Adjective,1,Step 1: SUBTLEX-UK,sportiest,False,sportiest
spottiest,spotty,ADJ,spottiest,spottiest,Adjective,1,Step 1: SUBTLEX-UK,spottiest,False,spottiest
SPRAGUE'S,sprague's,ADV,,,,3,Step 3: spaCy fallback,sprague's,True,SPRAGUE'S
sprang,sprang,PROPN,sprang,spring,Verb,1,Step 1: SUBTLEX-UK,spring,False,spring
sprigged,sprig,VERB,sprigged,sprigged,,1,Step 1: SUBTLEX-UK,sprigged,False,sprigged
springboks,springbok,NOUN,springboks,springboks,,1,Step 1: SUBTLEX-UK,springboks,False,springboks
Springfield's,springfield',NOUN,,,,3,Step 3: spaCy fallback,springfield',True,Springfield's
springiest,springy,ADJ,springiest,springiest,Adjective,1,Step 1: SUBTLEX-UK,springiest,False,springiest
sprinkling,sprinkle,VERB,sprinkling,sprinkling,Verb,1,Step 1: SUBTLEX-UK,sprinkling,False,sprinkling
SPUMONI'S,spumoni's,NOUN,,,,3,Step 3: spaCy fallback,spumoni's,True,SPUMONI'S
spun,spun,PROPN,spun,spin,Verb,1,Step 1: SUBTLEX-UK,spin,False,spin
spunkier,spunki,ADJ,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,spunkier,False,spunkier
spurs,spur,VERB,spurs,spurs,Noun,1,Step 1: SUBTLEX-UK,spurs,False,spurs
sputa,sputa,ADJ,sputa,sputum,,1,Step 1: SUBTLEX-UK,sputum,False,sputum
squabbling,squabble,VERB,squabbling,squabbling,Verb,1,Step 1: SUBTLEX-UK,squabbling,False,squabbling
squalling,squall,VERB,squalling,squalling,Verb,1,Step 1: SUBTLEX-UK,squalling,False,squalling
SQUARE'S,square',NOUN,,,,3,Step 3: spaCy fallback,square',True,SQUARE'S
squeakiest,squeaki,ADJ,squeakiest,squeakiest,,1,Step 1: SUBTLEX-UK,squeakiest,False,squeakiest
squeals,squeal,NOUN,squeals,squeals,Verb,1,Step 1: SUBTLEX-UK,squeals,False,squeals
squeegeed,squeegeed,VERB,squeegeed,squeegee,,1,Step 1: SUBTLEX-UK,squeegee,False,squeegee
squibs,squibs,PROPN,squibs,squib,Noun,1,Step 1: SUBTLEX-UK,squib,False,squib
squidgier,squidgi,ADJ,squidgier,squidgier,,1,Step 1: SUBTLEX-UK,squidgier,False,squidgier
squintier,squinti,ADJ,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,squintier,False,squintier
squires,squire,NOUN,squires,squires,Noun,1,Step 1: SUBTLEX-UK,squires,False,squires
stabilities,stabilitie,VERB,,,Noun,2,Step 2: SUBTLEX-US + NLTK,stability,False,stability
stabler,stable,ADJ,stabler,stabler,Noun,1,Step 1: SUBTLEX-UK,stabler,False,stabler
stadia,stadia,PROPN,stadia,stadium,,1,Step 1: SUBTLEX-UK,stadium,False,stadium
staffing,staff,VERB,staffing,staffing,Noun,1,Step 1: SUBTLEX-UK,staffing,False,staffing
staggering,stagger,VERB,staggering,staggering,Verb,1,Step 1: SUBTLEX-UK,staggering,False,staggering
stained,stain,VERB,stained,stained,Verb,1,Step 1: SUBTLEX-UK,stained,False,stained
Stalin's,stalin',NOUN,,,,3,Step 3: spaCy fallback,stalin',True,Stalin's
stamen,staman,NOUN,stamen,stamen,Noun,1,Step 1: SUBTLEX-UK,stamen,False,stamen
stamina,stamina,NOUN,stamina,stamen,Noun,1,Step 1: SUBTLEX-UK,stamen,False,stamen
stammers,stammer,NOUN,stammers,stammers,Verb,1,Step 1: SUBTLEX-UK,stammers,False,stammers
standardized,standardize,VERB,standardized,standardized,Adjective,1,Step 1: SUBTLEX-UK,standardized,False,standardized
stank,stank,NOUN,stank,stink,Verb,1,Step 1: SUBTLEX-UK,stink,False,stink
Stanley's,stanley',NOUN,,,,3,Step 3: spaCy fallback,stanley',True,Stanley's
stanzas,stanzas,VERB,stanzas,stanza,Noun,1,Step 1: SUBTLEX-UK,stanza,False,stanza
starkest,stark,ADJ,starkest,starkest,,1,Step 1: SUBTLEX-UK,starkest,False,starkest
starling,starle,VERB,starling,starl,Noun,1,Step 1: SUBTLEX-UK,starl,False,starl
starriest,starry,ADJ,starriest,starriest,,1,Step 1: SUBTLEX-UK,starriest,False,starriest
starveling,starvele,VERB,starveling,starveling,,1,Step 1: SUBTLEX-UK,starveling,False,starveling
states,state,NOUN,states,states,Name,1,Step 1: SUBTLEX-UK,states,False,states
statics,static,NOUN,statics,statics,,1,Step 1: SUBTLEX-UK,statics,False,statics
stationing,station,VERB,stationing,stationing,,1,Step 1: SUBTLEX-UK,stationing,False,stationing
statistics,statistic,NOUN,statistics,statistics,Noun,1,Step 1: SUBTLEX-UK,statistics,False,statistics
stats,stat,NOUN,stats,stats,Noun,1,Step 1: SUBTLEX-UK,stats,False,stats
staunchest,staunch,ADJ,staunchest,staunchest,Adjective,1,Step 1: SUBTLEX-UK,staunchest,False,staunchest
steadier,steady,ADJ,steadier,steadier,Adjective,1,Step 1: SUBTLEX-UK,steadier,False,steadier
stealthier,stealthier,PROPN,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,stealthy,False,stealthy
STEELE'S,steele's,ADV,,,,3,Step 3: spaCy fallback,steele's,True,STEELE'S
steelier,steeli,ADJ,steelier,steelier,,1,Step 1: SUBTLEX-UK,steelier,False,steelier
steelworks,steelwork,NOUN,steelworks,steelworks,Noun,1,Step 1: SUBTLEX-UK,steelworks,False,steelworks
steeper,steep,ADJ,steeper,steeper,Adjective,1,Step 1: SUBTLEX-UK,steeper,False,steeper
steepest,steep,ADJ,steepest,steepest,Adjective,1,Step 1: SUBTLEX-UK,steepest,False,steepest
steeples,steeple,NOUN,steeples,steeples,Noun,1,Step 1: SUBTLEX-UK,steeples,False,steeples
steering,steer,VERB,steering,steering,Noun,1,Step 1: SUBTLEX-UK,steering,False,steering
Stein's,stein',NOUN,,,,3,Step 3: spaCy fallback,stein',True,Stein's
Steinbeck's,steinbeck',NOUN,,,,3,Step 3: spaCy fallback,steinbeck',True,Steinbeck's
steins,stein,NOUN,steins,steins,Noun,1,Step 1: SUBTLEX-UK,steins,False,steins
stela,stela,PROPN,stela,stelum,,1,Step 1: SUBTLEX-UK,stelum,False,stelum
stelae,stelae,ADJ,stelae,stele,,1,Step 1: SUBTLEX-UK,stele,False,stele
stencilling,stencil,VERB,stencilling,stencilling,Verb,1,Step 1: SUBTLEX-UK,stencilling,False,stencilling
Stephen's,stephen',NOUN,,,,3,Step 3: spaCy fallback,stephen',True,Stephen's
STEPHENS'S,stephens',NOUN,,,,3,Step 3: spaCy fallback,stephens',True,STEPHENS'S
stereotyped,stereotype,VERB,stereotyped,stereotyped,Adjective,1,Step 1: SUBTLEX-UK,stereotyped,False,stereotyped
sternest,stern,ADJ,sternest,sternest,Adjective,1,Step 1: SUBTLEX-UK,sternest,False,sternest
sterns,stern,NOUN,sterns,sterns,Name,1,Step 1: SUBTLEX-UK,sterns,False,sterns
Stevenson's,stevenson',NOUN,,,,3,Step 3: spaCy fallback,stevenson',True,Stevenson's
stevia,stevia,PROPN,stevia,stevium,,1,Step 1: SUBTLEX-UK,stevium,False,stevium
stewarded,stewarde,VERB,stewarded,steward,,1,Step 1: SUBTLEX-UK,steward,False,steward
stewarding,stewarde,VERB,stewarding,steward,,1,Step 1: SUBTLEX-UK,steward,False,steward
STEWART'S,stewart',NOUN,,,,3,Step 3: spaCy fallback,stewart',True,STEWART'S
stewed,stew,VERB,stewed,stewed,Verb,1,Step 1: SUBTLEX-UK,stewed,False,stewed
stickier,sticki,ADJ,stickier,stickier,Adjective,1,Step 1: SUBTLEX-UK,stickier,False,stickier
stickiest,sticki,ADJ,stickiest,stickiest,Adjective,1,Step 1: SUBTLEX-UK,stickiest,False,stickiest
stickles,stickle,NOUN,,,Name,2,Step 2: SUBTLEX-US + NLTK,stickles,False,stickles
stiffer,stiff,ADJ,stiffer,stiffer,Adjective,1,Step 1: SUBTLEX-UK,stiffer,False,stiffer
stigmata,stigmata,NOUN,stigmata,stigma,Noun,1,Step 1: SUBTLEX-UK,stigma,False,stigma
stigmatizing,stigmatize,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,stigmatizing,False,stigmatizing
stiles,stile,NOUN,stiles,stiles,Name,1,Step 1: SUBTLEX-UK,stiles,False,stiles
stilettos,stilettos,AUX,stilettos,stiletto,Noun,1,Step 1: SUBTLEX-UK,stiletto,False,stiletto
stillest,still,ADJ,stillest,stillest,,1,Step 1: SUBTLEX-UK,stillest,False,stillest
stilted,stilte,VERB,stilted,stilt,Verb,1,Step 1: SUBTLEX-UK,stilt,False,stilt
sting,ste,VERB,sting,sting,Noun,1,Step 1: SUBTLEX-UK,sting,False,sting
stingier,stingy,ADJ,stingier,stingier,,1,Step 1: SUBTLEX-UK,stingier,False,stingier
stinging,sting,VERB,stinging,stinging,Adjective,1,Step 1: SUBTLEX-UK,stinging,False,stinging
stockholding,stockholde,VERB,stockholding,stockholding,,1,Step 1: SUBTLEX-UK,stockholding,False,stockholding
stockier,stocky,ADJ,stockier,stockier,,1,Step 1: SUBTLEX-UK,stockier,False,stockier
stockpiling,stockpile,VERB,stockpiling,stockpiling,Verb,1,Step 1: SUBTLEX-UK,stockpiling,False,stockpiling
stoics,stoic,NOUN,stoics,stoics,Noun,1,Step 1: SUBTLEX-UK,stoics,False,stoics
stokes,stoke,NOUN,stokes,stokes,Name,1,Step 1: SUBTLEX-UK,stokes,False,stokes
stolen,stolen,VERB,stolen,steal,Verb,1,Step 1: SUBTLEX-UK,steal,False,steal
stomata,stomata,PROPN,stomata,stoma,,1,Step 1: SUBTLEX-UK,stoma,False,stoma
stone's,stone',NOUN,,,,3,Step 3: spaCy fallback,stone',True,stone's
stonecutters,stonecutter,NOUN,stonecutters,stonecutters,,1,Step 1: SUBTLEX-UK,stonecutters,False,stonecutters
stonewalls,stonewall,NOUN,stonewalls,stonewalls,,1,Step 1: SUBTLEX-UK,stonewalls,False,stonewalls
stooges,stooge,NOUN,stooges,stooges,Name,1,Step 1: SUBTLEX-UK,stooges,False,stooges
stooped,stooped,VERB,stooped,stoop,Verb,1,Step 1: SUBTLEX-UK,stoop,False,stoop
storekeeping,storekeepe,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,storekeeping,False,storekeeping
stormier,stormy,ADJ,stormier,stormier,,1,Step 1: SUBTLEX-UK,stormier,False,stormier
storytelling,storytelle,VERB,storytelling,storytelling,Noun,1,Step 1: SUBTLEX-UK,storytelling,False,storytelling
STOUT'S,stout',NOUN,,,,3,Step 3: spaCy fallback,stout',True,STOUT'S
stoutest,stout,ADJ,stoutest,stoutest,Adjective,1,Step 1: SUBTLEX-UK,stoutest,False,stoutest
stouthearted,stouthearte,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,stouthearted,False,stouthearted
STOWE'S,stowe's,ADV,,,,3,Step 3: spaCy fallback,stowe's,True,STOWE'S
strafing,strafe,VERB,strafing,strafing,Verb,1,Step 1: SUBTLEX-UK,strafing,False,strafing
straighter,straight,ADJ,straighter,straighter,Adjective,1,Step 1: SUBTLEX-UK,straighter,False,straighter
straightest,straight,ADJ,straightest,straightest,Adjective,1,Step 1: SUBTLEX-UK,straightest,False,straightest
straitened,straiten,VERB,straitened,straitened,,1,Step 1: SUBTLEX-UK,straitened,False,straitened
straitlaced,straitlace,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,straitlaced,False,straitlaced
strangest,strange,ADJ,strangest,strangest,Adjective,1,Step 1: SUBTLEX-UK,strangest,False,strangest
strangulated,strangulate,VERB,strangulated,strangulated,Adjective,1,Step 1: SUBTLEX-UK,strangulated,False,strangulated
strata,strata,VERB,strata,stratum,Noun,1,Step 1: SUBTLEX-UK,stratum,False,stratum
stratified,stratify,VERB,stratified,stratified,Adjective,1,Step 1: SUBTLEX-UK,stratified,False,stratified
streamlined,streamline,VERB,streamlined,streamlined,Adjective,1,Step 1: SUBTLEX-UK,streamlined,False,streamlined
streetwalking,streetwalking,NOUN,,,Verb,2,Step 2: SUBTLEX-US + NLTK,streetwalk,False,streetwalk
streptococci,streptococci,VERB,streptococci,streptococcus,,1,Step 1: SUBTLEX-UK,streptococcus,False,streptococcus
stretchiest,stretchy,ADJ,stretchiest,stretchiest,,1,Step 1: SUBTLEX-UK,stretchiest,False,stretchiest
strewed,strew,VERB,strewed,strewed,Verb,1,Step 1: SUBTLEX-UK,strewed,False,strewed
striated,striate,VERB,striated,striated,Adjective,1,Step 1: SUBTLEX-UK,striated,False,striated
stricter,strict,ADJ,stricter,stricter,Adjective,1,Step 1: SUBTLEX-UK,stricter,False,stricter
strictest,strict,ADJ,strictest,strictest,Adjective,1,Step 1: SUBTLEX-UK,strictest,False,strictest
stridden,stridden,PROPN,,,Verb,2,Step 2: SUBTLEX-US + NLTK,stride,False,stride
striking,strike,VERB,striking,striking,Verb,1,Step 1: SUBTLEX-UK,striking,False,striking
STRINDBERG'S,strindberg',NOUN,,,,3,Step 3: spaCy fallback,strindberg',True,STRINDBERG'S
stringed,string,VERB,stringed,stringe,Adjective,1,Step 1: SUBTLEX-UK,stringe,False,stringe
stringiest,stringiest,PROPN,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,stringy,False,stringy
striped,stripe,VERB,striped,striped,Adjective,1,Step 1: SUBTLEX-UK,striped,False,striped
